,block,browser,cookies,is_fullscreen,key_press,mobile,os,responses,rt,stimulus,stimulus_block,stimulus_side,sub_block,subject,success,time_elapsed,time_post_trial,trial_began,trial_index,trial_type
18,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,838.9,df42887_e_265.jpg,10controlWhere,0,2,34,,86473,400,0,18,bRMS
19,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,861.6,f42887_e_020.jpg,10controlWhere,0,2,34,,88047,400,0,19,bRMS
20,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,860.5,df42887_e_105.jpg,10controlWhere,1,2,34,,89593,400,0,20,bRMS
21,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,766.3,df42887_e_225.jpg,10controlWhere,1,2,34,,91045,400,0,21,bRMS
22,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1263.5,f42887_e_260.jpg,10controlWhere,1,2,34,,93025,400,0,22,bRMS
23,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,957.4,f42887_e_200.jpg,10controlWhere,0,2,34,,94664,400,0,23,bRMS
24,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1437.3,f42887_e_210.jpg,10controlWhere,1,2,34,,96780,400,0,24,bRMS
25,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1088.6,f42887_e_280.jpg,10controlWhere,1,2,34,,98595,400,0,25,bRMS
26,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,863.9,df42887_e_185.jpg,10controlWhere,0,2,34,,100146,400,0,26,bRMS
27,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1028.2,df42887_e_005.jpg,10controlWhere,0,2,34,,101878,400,0,27,bRMS
28,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,989,df42887_e_295.jpg,10controlWhere,1,2,34,,103594,400,0,28,bRMS
29,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,981.9,df42887_e_115.jpg,10controlWhere,0,2,34,,105260,400,0,29,bRMS
30,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,880.1,f42887_e_170.jpg,10controlWhere,0,2,34,,106876,400,0,30,bRMS
31,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,844.8,f42887_e_100.jpg,10controlWhere,0,2,34,,108426,400,0,31,bRMS
32,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,834.2,f42887_e_050.jpg,10controlWhere,1,2,34,,109934,400,0,32,bRMS
33,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,916.6,df42887_e_075.jpg,10controlWhere,1,2,34,,111569,400,0,33,bRMS
34,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,667.1,f42887_e_010.jpg,10controlWhere,1,2,34,,112915,400,0,34,bRMS
35,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1113.8,df42887_e_045.jpg,10controlWhere,1,2,34,,114769,400,0,35,bRMS
36,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1139.5,f42887_e_140.jpg,10controlWhere,0,2,34,,116629,400,0,36,bRMS
37,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,840.8,df42887_e_165.jpg,10controlWhere,1,2,34,,118138,400,0,37,bRMS
38,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,859.9,df42887_e_155.jpg,10controlWhere,1,2,34,,119714,400,0,38,bRMS
39,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,678.6,df42887_e_025.jpg,10controlWhere,1,2,34,,121078,400,0,39,bRMS
40,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1217,f42887_e_000.jpg,10controlWhere,0,2,34,,122969,400,0,40,bRMS
41,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,887.4,f42887_e_060.jpg,10controlWhere,1,2,34,,124547,400,0,41,bRMS
42,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,944.8,f42887_e_190.jpg,10controlWhere,1,2,34,,126186,400,0,42,bRMS
43,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,692.8,f42887_e_150.jpg,10controlWhere,1,2,34,,127658,400,0,43,bRMS
44,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1043.4,df42887_e_095.jpg,10controlWhere,0,2,34,,129406,400,0,44,bRMS
45,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1099,f42887_e_230.jpg,10controlWhere,0,2,34,,131195,400,0,45,bRMS
46,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,879.5,f42887_e_080.jpg,10controlWhere,1,2,34,,132796,400,0,46,bRMS
47,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,969.2,df42887_e_255.jpg,10controlWhere,1,2,34,,134441,400,0,47,bRMS
48,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,728.1,f42887_e_070.jpg,10controlWhere,1,2,34,,135880,400,0,48,bRMS
49,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,864.4,f42887_e_290.jpg,10controlWhere,0,2,34,,137448,400,0,49,bRMS
50,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1152.3,f42887_e_090.jpg,10controlWhere,0,2,34,,139297,400,0,50,bRMS
51,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1201.3,df42887_e_065.jpg,10controlWhere,0,2,34,,141173,400,0,51,bRMS
52,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1968.8,df42887_e_135.jpg,10controlWhere,0,2,34,,143881,400,0,52,bRMS
53,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,937.9,f42887_e_270.jpg,10controlWhere,1,2,34,,145532,400,0,53,bRMS
54,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1129.1,f42887_e_160.jpg,10controlWhere,0,2,34,,147351,400,0,54,bRMS
55,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1163.1,df42887_e_085.jpg,10controlWhere,1,2,34,,149226,400,0,55,bRMS
56,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1071.6,df42887_e_055.jpg,10controlWhere,0,2,34,,150975,400,0,56,bRMS
57,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1078.9,df42887_e_275.jpg,10controlWhere,1,2,34,,152744,400,0,57,bRMS
58,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1111,f42887_e_120.jpg,10controlWhere,0,2,34,,154570,400,0,58,bRMS
59,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1205.2,df42887_e_285.jpg,10controlWhere,0,2,34,,156463,400,0,59,bRMS
60,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1103.5,df42887_e_215.jpg,10controlWhere,0,2,34,,158349,400,0,60,bRMS
61,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,970.2,f42887_e_240.jpg,10controlWhere,1,2,34,,160023,400,0,61,bRMS
62,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,856,df42887_e_035.jpg,10controlWhere,1,2,34,,161603,400,0,62,bRMS
63,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,651.3,df42887_e_175.jpg,10controlWhere,1,2,34,,162956,400,0,63,bRMS
64,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,912.9,df42887_e_125.jpg,10controlWhere,0,2,34,,164552,400,0,64,bRMS
65,,,,,,,,,7460,,,,,,,172423,,,65,instructions
66,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1463.7,df42887_e_021.jpg,10Where,0,3,34,,174144,400,0,66,bRMS
67,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,984.5,f42887_e_106.jpg,10Where,1,3,34,,175819,400,0,67,bRMS
68,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1076.3,f42887_e_196.jpg,10Where,0,3,34,,177603,400,0,68,bRMS
69,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1095.5,f42887_e_046.jpg,10Where,0,3,34,,179421,400,0,69,bRMS
70,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1091,f42887_e_216.jpg,10Where,0,3,34,,181203,400,0,70,bRMS
71,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1152,df42887_e_151.jpg,10Where,0,3,34,,183062,400,0,71,bRMS
72,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,851.5,f42887_e_126.jpg,10Where,1,3,34,,184602,400,0,72,bRMS
73,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,971.8,df42887_e_171.jpg,10Where,0,3,34,,186252,400,0,73,bRMS
74,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1040.3,f42887_e_116.jpg,10Where,0,3,34,,188000,400,0,74,bRMS
75,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,883.9,df42887_e_131.jpg,10Where,1,3,34,,189657,400,0,75,bRMS
76,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,778.9,f42887_e_266.jpg,10Where,1,3,34,,191116,400,0,76,bRMS
77,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,844.2,df42887_e_241.jpg,10Where,1,3,34,,192622,400,0,77,bRMS
78,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,691.1,f42887_e_176.jpg,10Where,1,3,34,,194019,400,0,78,bRMS
79,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,828,f42887_e_156.jpg,10Where,0,3,34,,195538,400,0,79,bRMS
80,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,888.9,f42887_e_166.jpg,10Where,1,3,34,,197105,400,0,80,bRMS
81,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,861.7,f42887_e_096.jpg,10Where,1,3,34,,198676,400,0,81,bRMS
82,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,820.8,f42887_e_026.jpg,10Where,1,3,34,,200174,400,0,82,bRMS
83,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,818,f42887_e_296.jpg,10Where,0,3,34,,201654,400,0,83,bRMS
84,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,758.1,df42887_e_061.jpg,10Where,1,3,34,,203150,400,0,84,bRMS
85,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,660.2,df42887_e_051.jpg,10Where,1,3,34,,204506,400,0,85,bRMS
86,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,845.7,f42887_e_236.jpg,10Where,1,3,34,,206037,400,0,86,bRMS
87,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,911,df42887_e_111.jpg,10Where,0,3,34,,207652,400,0,87,bRMS
88,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,729.8,f42887_e_206.jpg,10Where,1,3,34,,209068,400,0,88,bRMS
89,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,689.5,f42887_e_136.jpg,10Where,1,3,34,,210431,400,0,89,bRMS
90,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,691,df42887_e_161.jpg,10Where,1,3,34,,211836,400,0,90,bRMS
91,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,795.4,df42887_e_011.jpg,10Where,0,3,34,,213333,400,0,91,bRMS
92,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1191.9,df42887_e_221.jpg,10Where,1,3,34,,215208,400,0,92,bRMS
93,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,724.4,f42887_e_276.jpg,10Where,0,3,34,,216648,400,0,93,bRMS
94,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1088.2,df42887_e_101.jpg,10Where,1,3,34,,218440,400,0,94,bRMS
95,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,954.6,df42887_e_041.jpg,10Where,1,3,34,,220095,400,0,95,bRMS
96,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,765.8,f42887_e_286.jpg,10Where,1,3,34,,221578,400,0,96,bRMS
97,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,814.6,df42887_e_141.jpg,10Where,1,3,34,,223091,400,0,97,bRMS
98,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1095,df42887_e_091.jpg,10Where,1,3,34,,224857,400,0,98,bRMS
99,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,784.7,f42887_e_256.jpg,10Where,1,3,34,,226353,400,0,99,bRMS
100,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1386.8,df42887_e_191.jpg,10Where,0,3,34,,228434,400,0,100,bRMS
101,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1074.3,df42887_e_271.jpg,10Where,0,3,34,,230240,400,0,101,bRMS
102,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1401.9,df42887_e_291.jpg,10Where,0,3,34,,232336,400,0,102,bRMS
103,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,874,df42887_e_231.jpg,10Where,1,3,34,,233895,400,0,103,bRMS
104,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,849.8,f42887_e_066.jpg,10Where,0,3,34,,235457,400,0,104,bRMS
105,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1035.5,f42887_e_076.jpg,10Where,0,3,34,,237168,400,0,105,bRMS
106,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,875.5,f42887_e_186.jpg,10Where,1,3,34,,238726,400,0,106,bRMS
107,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,756,f42887_e_006.jpg,10Where,1,3,34,,240185,400,0,107,bRMS
108,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1177,df42887_e_251.jpg,10Where,0,3,34,,242052,400,0,108,bRMS
109,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,839.3,df42887_e_071.jpg,10Where,1,3,34,,243587,400,0,109,bRMS
110,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,708.6,f42887_e_016.jpg,10Where,1,3,34,,244995,400,0,110,bRMS
111,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1081.4,df42887_e_031.jpg,10Where,0,3,34,,246766,400,0,111,bRMS
112,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,884.3,df42887_e_201.jpg,10Where,1,3,34,,248345,400,0,112,bRMS
113,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,686.3,df42887_e_081.jpg,10Where,1,3,34,,249738,400,0,113,bRMS
114,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,735.5,f42887_e_086.jpg,10Where,1,3,34,,251185,400,0,114,bRMS
115,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,816.5,f42887_e_036.jpg,10Where,0,3,34,,252685,400,0,115,bRMS
116,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1005.4,df42887_e_121.jpg,10Where,1,3,34,,254422,400,0,116,bRMS
117,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,668.4,f42887_e_226.jpg,10Where,1,3,34,,255786,400,0,117,bRMS
118,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,765.1,f42887_e_146.jpg,10Where,0,3,34,,257297,400,0,118,bRMS
119,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,966.9,f42887_e_056.jpg,10Where,0,3,34,,258946,400,0,119,bRMS
120,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1090,df42887_e_211.jpg,10Where,1,3,34,,260701,400,0,120,bRMS
121,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,831.6,f42887_e_246.jpg,10Where,1,3,34,,262234,400,0,121,bRMS
122,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1022.2,df42887_e_181.jpg,10Where,1,3,34,,263959,400,0,122,bRMS
123,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1223.5,df42887_e_001.jpg,10Where,0,3,34,,265866,400,0,123,bRMS
124,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,857.7,df42887_e_261.jpg,10Where,1,3,34,,267446,400,0,124,bRMS
125,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1008.1,df42887_e_281.jpg,10Where,0,3,34,,269128,400,0,125,bRMS
126,,,,,,,,,13753,,,,,,,283286,,,126,instructions
127,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1044.5,f42887_e_172.jpg,5Where,0,4,34,,284612,400,0,127,bRMS
128,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,969.7,f42887_e_202.jpg,5Where,0,4,34,,286297,400,0,128,bRMS
129,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1158,f42887_e_212.jpg,5Where,0,4,34,,288189,400,0,129,bRMS
130,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,971.8,df42887_e_057.jpg,5Where,0,4,34,,289844,400,0,130,bRMS
131,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,757.2,df42887_e_007.jpg,5Where,1,4,34,,291305,400,0,131,bRMS
132,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,956,df42887_e_277.jpg,5Where,0,4,34,,292946,400,0,132,bRMS
133,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1019.3,f42887_e_052.jpg,5Where,0,4,34,,294678,400,0,133,bRMS
134,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1098.5,f42887_e_122.jpg,5Where,1,4,34,,296480,400,0,134,bRMS
135,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1126.7,df42887_e_027.jpg,5Where,0,4,34,,298300,400,0,135,bRMS
136,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,801.9,df42887_e_257.jpg,5Where,0,4,34,,299834,400,0,136,bRMS
137,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1105.4,df42887_e_197.jpg,5Where,0,4,34,,301626,400,0,137,bRMS
138,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,976.4,df42887_e_207.jpg,5Where,0,4,34,,303284,400,0,138,bRMS
139,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1054.6,df42887_e_247.jpg,5Where,1,4,34,,305065,400,0,139,bRMS
140,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,2055.7,df42887_e_157.jpg,5Where,0,4,34,,307830,400,0,140,bRMS
141,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1230.8,df42887_e_087.jpg,5Where,0,4,34,,309717,400,0,141,bRMS
142,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1046,df42887_e_097.jpg,5Where,1,4,34,,311482,400,0,142,bRMS
143,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1077.6,df42887_e_067.jpg,5Where,1,4,34,,313250,400,0,143,bRMS
144,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1008.7,f42887_e_132.jpg,5Where,1,4,34,,314969,400,0,144,bRMS
145,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1310.7,f42887_e_112.jpg,5Where,1,4,34,,316961,400,0,145,bRMS
146,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,995.1,df42887_e_237.jpg,5Where,0,4,34,,318618,400,0,146,bRMS
147,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1147,f42887_e_102.jpg,5Where,1,4,34,,320464,400,0,147,bRMS
148,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,920.2,f42887_e_232.jpg,5Where,0,4,34,,322103,400,0,148,bRMS
149,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,735.3,f42887_e_142.jpg,5Where,0,4,34,,323530,400,0,149,bRMS
150,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1043.5,f42887_e_072.jpg,5Where,1,4,34,,325292,400,0,150,bRMS
151,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,828.6,f42887_e_272.jpg,5Where,0,4,34,,326800,400,0,151,bRMS
152,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,954.4,df42887_e_287.jpg,5Where,1,4,34,,328445,400,0,152,bRMS
153,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,929.9,f42887_e_282.jpg,5Where,1,4,34,,330095,400,0,153,bRMS
154,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1193.9,f42887_e_162.jpg,5Where,1,4,34,,331960,400,0,154,bRMS
155,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,991.9,f42887_e_042.jpg,5Where,1,4,34,,333628,400,0,155,bRMS
156,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1244.5,df42887_e_037.jpg,5Where,1,4,34,,335595,400,0,156,bRMS
157,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1138.7,df42887_e_117.jpg,5Where,0,4,34,,337420,400,0,157,bRMS
158,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,1328.7,f42887_e_192.jpg,5Where,1,4,34,,339468,400,0,158,bRMS
159,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,P,FALSE,Windows 10,,1023.7,f42887_e_092.jpg,5Where,0,4,34,,341181,400,0,159,bRMS
160,1,Chrome 97 (97.0.4692.99),TRUE,TRUE,Q,FALSE,Windows 10,,957.2,df42887_e_167.jpg,5Where,1,4,34,,342834,400,0,160,bRMS
